#Name	ID	GM	Radius(km)	inertia	k2	k2r	td	J2	C21	C22	S21	S22	TidalDelayFactor	Geopotential	Ring	x	y	z	vx	vy	vz	alpha	delta	w	period(h)	xx	xy	xz	zx	zy	zz	wx	wy	wz
Ino	A173	1.567209290374654e8	62.9105	0.36	0	0	0	0	0	0	0	0	1	0	0	1.821741398497494E11	-3.266202319905537E11	4.606556944064031E10	1.475013275065305E4	1.193975671389789E4	-4.528034257537279E3	270	68.5	0	6.15									
Andromache	A175	3.279518808833905e7	47.266	0.36	0	0	0	0	0	0	0	0	1	0	0	1.283883640014391E11	4.313290918404975E11	1.997428737506901E10	-1.527242622259882E4	8.6938891913272E3	7.700993952895144E2	270	68.5	0	8.324									
Iduna	A176	7.055554658820452e7	53.488	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.208655038878499E11	-3.498805117186891E11	7.330721917820768E10	9.62288760790752E3	-9.29811642360008E3	5.019642360216263E3	270	68.5	0	11.2877									
Irma	A177	1.43286107558985e7	34.5245	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.422429906111654E11	-2.588862661538186E11	-8.39930990104195E9	7.432676064542863E3	-1.200681855990171E4	-2.474280819436151E2	270	68.5	0	13.856									
Eucharis	A181	2.297745479751443e8	57.6915	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.697901962593851E11	1.66731663672835E11	2.837969561721235E10	-9.63415933913638E3	-1.549622114689868E4	6.196357916905006E3	270	68.5	0	52.23									
Eunike	A185	6.521474412762321e7	80.232	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.373880284760898E11	3.332585120495673E11	-8.45533610928066E10	-1.53769313196857E4	-6.708667693671616E3	5.478413374626105E3	270	68.5	0	21.797									
Lamberta	A187	3.138896993525768e8	73.647	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.248563883675992E11	-2.103374352295062E9	2.237449058387265E10	2.528729328943658E3	-2.171933793620355E4	-3.942790477525806E3	270	68.5	0	10.67									
Kolga	A191	4.157486740002918e7	47.268	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.625334767257E11	-2.893456296452232E11	8.08316997466903E10	1.047392383813501E4	-1.213173478637908E4	1.565626750371611E3	270	68.5	0	17.604									
Nausikaa	A192	3.651629757371485e7	49.388	0.36	0	0	0	0	0	0	0	0	1	0	0	4.056423598740948E10	-3.433019480746379E11	-3.789829064887812E10	1.853661623193926E4	7.007958109694684E3	1.434388427393089E3	270	68.5	0	13.625									
Prokne	A194	1.101549797502382e8	80.8335	0.36	0	0	0	0	0	0	0	0	1	0	0	1.703595353713202E11	3.219743964951517E11	-1.210274503117782E11	-1.419710567689463E4	1.202117273431558E4	-2.114848636689292E3	270	68.5	0	15.679									
Eurykleia	A195	3.960891520161935e7	46.5545	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.655542649073159E10	4.109114243277818E11	5.05199429130206E10	-1.804704667811761E4	-1.950561673307426E3	4.388845642965938E1	270	68.5	0	16.521									
Philomela	A196	3.223881901449094e8	72.313	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.64693053880518E11	3.275109784548377E10	5.761789847854502E10	-8.42067148617905E2	-1.676926744788991E4	-5.323202709222703E2	270	68.5	0	8.334									
Ampella	A198	1.555840710666439e7	27.1615	0.36	0	0	0	0	0	0	0	0	1	0	0	2.406660785064815E11	1.623288138467595E11	3.899127418361756E10	-1.042364729215819E4	2.072290347774592E4	-1.784984837635849E3	270	68.5	0	10.379									
Dynamene	A200	6.75587577598499e7	64.1505	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.382316192058978E11	-9.66982193072233E10	-4.002957201418743E10	2.193180023727872E3	-1.613099148017529E4	-1.443624509511278E3	270	68.5	0	37.394									
Penelope	A201	7.473140346826106e7	42.9385	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.729846476227929E11	2.861777516318721E11	-1.208826918713052E10	-1.00028366304257E4	-1.147349549652024E4	1.457782029200925E3	270	68.5	0	3.7474									
Pompeja	A203	2.323371578586543e8	62.296	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.506755353541022E11	-2.552957911783928E11	-1.786263312744427E10	9.87721223179136E3	-1.383899628331364E4	-6.394465764431599E2	270	68.5	0	24.052									
Martha	A205	2.348465335261884e7	38.4915	0.36	0	0	0	0	0	0	0	0	1	0	0	3.796087841238557E11	1.230357007726048E11	1.852604759593899E10	-5.573875237310476E3	1.733581314472679E4	-3.337479715099961E3	270	68.5	0	14.911									
Hersilia	A206	7.84218367689247e7	56.5	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.845203119942544E11	-1.606427218861419E11	2.314806248807641E10	6.283268142762074E3	-1.657393892505303E4	6.634187316024938E2	270	68.5	0	11.122									
Dido	A209	8.75041118516294e8	89.504	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.042315599196514E11	-1.964407171223468E11	-2.388608029743115E10	8.46576172657636E3	-1.530912193133073E4	-1.943337470061082E3	270	68.5	0	5.7366									
Isabella	A210	3.43696522390895e7	43.325	0.36	0	0	0	0	0	0	0	0	1	0	0	1.97513567932501E11	-3.658947274925809E11	-3.818464372979975E10	1.43345972932214E4	1.019422591196237E4	7.12010473613154E1	270	68.5	0	6.672									
Isolda	A211	3.390633732082578e7	70.5625	0.36	0	0	0	0	0	0	0	0	1	0	0	1.176299074523705E11	-5.061841961597703E11	1.172465848389943E10	1.408539240900494E4	4.47172101590945E3	9.17718220524734E2	270	68.5	0	18.365									
Medea	A212	2.000475954765657e8	68.06	0.36	0	0	0	0	0	0	0	0	1	0	0	4.870275193999528E10	4.137128994179118E11	2.406605557579463E10	-1.840238650256521E4	3.223566029192586E3	-8.25756684264115E2	270	68.5	0	10.283									
Lilaea	A213	3.265609491199005e7	41.048	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.301183674971618E11	-3.346323854461183E11	3.432986752573404E10	1.941889405845652E4	-6.009275766852665E3	-1.57714712308181E3	270	68.5	0	12.042									
Kleopatra	A216	1.857955292074009e8	61	0.36	0	0	0	0	0	0	0	0	1	0	0	9.19623117637878E10	3.093784249777362E11	-4.604341350809315E10	-2.007943085129072E4	8.4844860664099E3	-4.347515984185632E3	270	68.5	0	5.385									
Eos	A221	6.518770567642628e7	47.7345	0.36	0	0	0	0	0	0	0	0	1	0	0	3.808188153101759E11	-1.377111345258468E11	-2.407087344053613E10	6.190143882077423E3	1.755728081002874E4	-3.390387382773254E3	270	68.5	0	10.443									
Rosa	A223	2.476127807024691e7	39.903	0.36	0	0	0	0	0	0	0	0	1	0	0	3.844874357260545E11	2.169170650806649E11	-4.853417689163314E9	-1.043926543578843E4	1.425279746562357E4	5.862595586461914E2	270	68.5	0	20.283									
Oceana	A224	2.080279363650467e7	29.118	0.36	0	0	0	0	0	0	0	0	1	0	0	3.526743629766394E11	-1.565153999976681E11	-1.15709303015152E10	8.23214423394296E3	1.671504021117916E4	1.798275314307861E3	270	68.5	0	9.401									
Henrietta	A225	2.757671768623242e7	47.967	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.060473633199916E11	-1.109083001625685E11	-1.684850711510305E10	7.038329905914631E3	-1.307576391057327E4	5.560376671369292E3	270	68.5	0	7.3556									
Philosophia	A227	2.374720404061433e8	61.9455	0.36	0	0	0	0	0	0	0	0	1	0	0	4.691956906749194E11	-1.399136205158015E11	2.089959357216117E10	7.421532146520339E3	1.401776936744147E4	2.545892661837099E3	270	68.5	0	26.468									
Athamantis	A230	1.190590751637596e8	55.666	0.36	0	0	0	0	0	0	0	0	1	0	0	1.983639211781442E11	-2.824175721037379E11	5.217302068834335E10	1.525045555716682E4	1.238741898051654E4	1.16370195011868E3	270	68.5	0	24.0055									
Asterope	A233	8.96057892122859e7	49.836	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.320360441884505E11	-5.069590725710246E10	-3.401429732160166E10	2.391230261807431E3	-1.636378661859613E4	1.843025879586265E3	270	68.5	0	19.7									
Honoria	A236	2.803810822472228e7	38.854	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.367404500748995E11	3.770156749948106E11	-5.411833101291451E10	-1.542012498379274E4	-6.058650696744159E3	5.866765086785437E2	270	68.5	0	12.336									
Hypatia	A238	9.95125599715838e7	77.8295	0.36	0	0	0	0	0	0	0	0	1	0	0	2.053563918039273E9	4.016166271273608E11	-8.81470301264187E10	-1.835456256447144E4	1.379965251007875E3	-6.034809593160251E2	270	68.5	0	8.8749									
Vanadis	A240	4.150958723676293e7	43.964	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.317907451773823E11	-1.556413255122268E11	1.677793446375762E10	3.177454919918644E3	-1.53932294070618E4	1.356692524686147E2	270	68.5	0	10.64									
Germania	A241	3.703547711259188e8	84.45	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.634858589188445E11	-3.120386321863711E11	-3.553077052856822E10	1.150047076362549E4	-1.141066185008677E4	1.08907786570068E3	270	68.5	0	15.51									
Eukrate	A247	3.236564247573564e8	65.4675	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.875339561078071E11	-4.269717278568322E11	-1.9820591191297E11	1.352838274752191E4	-3.876307374677758E3	-1.831282703338497E3	270	68.5	0	12.093									
Bettina	A250	2.105415337388553e8	60.4975	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.579139375554115E11	-3.532282709144034E10	3.537127828749589E10	-1.076382140919406E3	-1.684521021704716E4	-3.4011049102912E3	270	68.5	0	5.0545									
Aletheia	A259	2.02944735814317e8	87.159	0.36	0	0	0	0	0	0	0	0	1	0	0	3.26913790331406E11	3.984353140373417E11	-5.871114562557999E10	-1.083969787079145E4	1.032152659950328E4	2.16075302726331E3	270	68.5	0	8.143									
Aline	A266	7.442301028184652e7	54.747	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.479899013382224E11	-4.027914892448659E11	4.508795006901524E9	1.373532576914385E4	-6.697524125616567E3	3.599693195724162E3	270	68.5	0	13.018									
Adorea	A268	1.73218883289942e8	72.2925	0.36	0	0	0	0	0	0	0	0	1	0	0	-9.116668774767E10	4.457903811555509E11	-6.458186212892126E9	-1.626820932729368E4	-5.570533890809803E3	7.153320839461633E2	270	68.5	0	7.8									
Sapientia	A275	5.633168758650479e7	51.5	0.36	0	0	0	0	0	0	0	0	1	0	0	8.07417387470922E10	-4.18187296809757E11	1.949143196052952E10	1.737134011295221E4	5.026817647798259E2	-1.0666789928319E3	270	68.5	0	14.931									
Adelheid	A276	8.93482274406175e7	57.3615	0.36	0	0	0	0	0	0	0	0	1	0	0	3.255948434911816E11	-3.315139582259454E11	1.798498597430577E11	1.132426657702062E4	1.082023006925424E4	-1.326967888845108E3	270	68.5	0	6.315									
Emma	A283	1.720159214839828e8	66.1925	0.36	0	0	0	0	0	0	0	0	1	0	0	-7.775131803893563E10	4.493277462351782E11	2.695712643836515E10	-1.687858816268545E4	-1.155226643519996E2	-1.961873101638012E3	270	68.5	0	6.896									
Nephthys	A287	2.290212118897073e7	29.8075	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.483838272644094E11	4.50583094284304E10	3.099872656896114E10	-1.758009824018615E3	-1.915434915697378E4	2.873700606639294E3	270	68.5	0	7.605									
Josephina	A303	5.494234612529286e7	62.4615	0.36	0	0	0	0	0	0	0	0	1	0	0	3.20470113197984E11	2.883817222752596E11	4.407211369312433E10	-1.228954709297202E4	1.319867798891085E4	1.132615047976778E3	270	68.5	0	12.497									
Olga	A304	3.590561262364859e7	32.995	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.296851986665673E11	-1.85311375253456E11	8.18778065094515E10	1.217185853264845E4	-1.290634720163737E4	2.200110249721246E3	270	68.5	0	18.36									
Polyxo	A308	9.70873407442466e7	64.289	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.129437728643915E11	2.889028440897355E11	-2.283974696218538E10	-1.158980522542975E4	-1.285109222416902E4	9.48399872567853E2	270	68.5	0	12.029									
Chaldaea	A313	3.223523842408182e7	35.5915	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.438920106870561E11	-2.427750485768104E11	5.26263358985064E10	1.145513080914045E4	-1.584406062387239E4	3.127658576477174E3	270	68.5	0	8.392									
Phaeo	A322	3.620553538910944e7	34.9275	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.689065036092653E11	1.669098685160975E11	-6.98858303833144E10	-6.688919680326893E3	-1.286322303982095E4	-3.707398375032139E2	270	68.5	0	17.5845									
Bamberga	A324	6.192998381807578e8	110.3455	0.36	0	0	0	0	0	0	0	0	1	0	0	7.905174720191679E10	-3.430167918760769E11	-4.8725018560988E10	1.727915766442847E4	1.029041257480949E4	3.506299213103747E3	270	68.5	0	29.43									
Tamara	A326	3.064350513441862e7	46.5	0.36	0	0	0	0	0	0	0	0	1	0	0	2.153094172960831E11	3.261429794269328E11	7.032768708207525E10	-1.245568395624804E4	9.35772589376651E3	6.410743762185126E3	270	68.5	0	14.445									
Gudrun	A328	2.241643008576305e8	72.84	0.36	0	0	0	0	0	0	0	0	1	0	0	3.030365403695492E11	2.844938299539459E11	9.2658170631723E10	-1.386382914382787E4	1.165493657118346E4	2.829333782520236E3	270	68.5	0	10.992									
Svea	A329	2.252556055031352e7	40.5285	0.36	0	0	0	0	0	0	0	0	1	0	0	1.567234106707128E11	3.30787862750276E11	-9.53130445793877E10	-1.684631942861008E4	7.342764894823196E3	-1.974564270296209E3	270	68.5	0	22.778									
Chicago	A334	1.082475344028604e8	99.385	0.36	0	0	0	0	0	0	0	0	1	0	0	5.17531588061941E11	-2.32477335656008E11	-1.964600193534779E10	6.779497449294626E3	1.378823381400865E4	-1.152052181829643E3	270	68.5	0	7.361									
Roberta	A335	9.34785019645368e7	48.5545	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.851751802645351E11	5.468452328947205E10	1.366780592111292E10	5.568027995205771E2	-1.798202472741438E4	1.339968084920746E3	270	68.5	0	12.054									
Lacadiera	A336	6.39187318306374e6	31.678	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.358974368094306E10	-3.031249877453737E11	1.445417596938978E10	2.1655810539073E4	-2.192608136027193E3	1.882119252519096E3	270	68.5	0	13.6958									
Devosa	A337	3.27857187967489e7	32.2745	0.36	0	0	0	0	0	0	0	0	1	0	0	6.431862650066225E10	2.984371066186319E11	4.181788923002531E10	-2.17108192007141E4	3.923748277519984E3	3.112405623777176E2	270	68.5	0	4.653									
Budrosa	A338	1.284904222828005e7	25.253	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.37509398959545E11	-2.860419785579261E11	-4.314509438635858E10	1.102441461771378E4	-1.313779612428093E4	6.851805042220612E2	270	68.5	0	4.6084									
Desiderata	A344	5.905206907944164e7	62.0905	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.952348812235294E11	-1.453034124284104E11	4.152866345738869E10	1.346450922635241E4	-1.532870654271928E4	-6.726955036985977E3	270	68.5	0	10.747									
Tercidina	A345	7.127103762932388e7	45.1215	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.299575140257867E11	2.362666032765538E11	-5.545647994589229E10	-1.529632441240283E4	-1.338638788694722E4	5.033341923414067E2	270	68.5	0	12.371									
Hermentaria	A346	4.926764513982638e7	43.2235	0.36	0	0	0	0	0	0	0	0	1	0	0	3.573891118002012E11	9.70845744384993E10	-5.570526762167905E10	-5.331550393908939E3	1.897080107865022E4	7.087395512436073E2	270	68.5	0	28.523									
Pariana	A347	1.114134850550266e7	24.3075	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.603710809042052E11	-2.193102614959088E11	5.033471665368414E10	1.11692423005843E4	-1.742368493920121E4	-2.563197431430885E3	270	68.5	0	4.0529									
Dembowska	A349	3.487892086204214e8	69.885	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.102057743672974E11	-2.404757585401448E11	2.72603081024485E9	8.30369053921985E3	-1.351614812975059E4	-2.296061509143706E3	270	68.5	0	4.701									
Ornamenta	A350	1.249391859366763e8	64.3645	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.345102654490522E11	-4.710898180723053E11	1.096744792955274E11	1.138311554063419E4	-7.281382287002687E3	-5.256638759529824E3	270	68.5	0	9.178									
Eleonora	A354	3.13040560323403e8	74.485	0.36	0	0	0	0	0	0	0	0	1	0	0	1.756802145216982E11	3.461819525512724E11	-1.262132020527497E11	-1.678337417559509E4	6.8361101129253E3	1.788048736714086E3	270	68.5	0	4.277									
Liguria	A356	1.129727583522203e8	72.7515	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.230813155750893E11	-4.529721519275213E11	-6.797891619296013E10	1.23880546450492E4	-6.810021285834137E3	-8.20263974311023E2	270	68.5	0	31.701									
Ninina	A357	1.288108030708142e8	62.0535	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.861129122634177E11	-9.55903908507868E10	1.063519696464495E11	3.220068606646707E3	-1.508424268530402E4	2.454659339635885E3	270	68.5	0	35.983									
Apollonia	A358	4.337216299274836e7	45.058	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.695270426250647E11	3.459650085782207E11	-1.992478935774857E10	-1.833799503948789E4	-6.568188811303328E3	5.513683791028377E2	270	68.5	0	50.6									
Carlova	A360	9.1885726753764e7	64.5625	0.36	0	0	0	0	0	0	0	0	1	0	0	3.479466976836655E11	-2.82278654330892E11	-1.346772759489909E10	7.899098361470644E3	1.489584631945201E4	-3.297036793785459E3	270	68.5	0	6.183									
Havnia	A362	5.057450662633796e7	49	0.36	0	0	0	0	0	0	0	0	1	0	0	-7.702528249378441E10	3.616372944840203E11	5.056984516134826E10	-1.880756416697848E4	-3.488481852908801E3	7.919444350218802E2	270	68.5	0	16.92									
Padua	A363	1.00425519805078e8	48.5	0.36	0	0	0	0	0	0	0	0	1	0	0	2.885506489737912E11	-2.564465721835643E11	-3.863779168230645E10	1.188779010653543E4	1.478189584103552E4	-4.72890100657305E2	270	68.5	0	8.401									
Corduba	A365	3.785041615603674e7	43.3865	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.553314806785761E10	3.637632590833059E11	-8.35660927815106E10	-1.963490978975062E4	-5.333722921916467E2	-3.126543156454141E2	270	68.5	0	12.705									
Vincentina	A366	3.578444800390488e7	43.184	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.74339253074002E11	-4.133444266243822E11	-8.22044734945942E10	1.634099755417087E4	-5.841712434046428E3	-3.796633192991681E2	270	68.5	0	12.7365									
Aeria	A369	3.738928995764619e7	36.8835	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.231743029567916E11	4.049058478231002E10	9.42456392456468E10	-1.693563051200726E3	-1.65281217049209E4	6.773880123570892E2	270	68.5	0	4.778									
Palma	A372	5.53456857050678e8	86.821	0.36	0	0	0	0	0	0	0	0	1	0	0	4.320472462959E11	-1.79155252911567E11	3.621258055714858E10	1.132008682542445E3	1.560761468025736E4	6.097261559436666E3	270	68.5	0	8.567									
Melusina	A373	5.788796848121235e7	49.3475	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.033410518261553E11	3.913691127746634E11	1.140327775448099E11	-1.336298768989704E4	-7.461186703533372E3	-1.791396530280884E3	270	68.5	0	12.9869									
Ursula	A375	7.945767982768868e8	108	0.36	0	0	0	0	0	0	0	0	1	0	0	2.449244571649639E10	4.733793638567561E11	1.271477666773736E11	-1.573457272561166E4	2.689547171766975E3	-1.068568284338151E3	270	68.5	0	16.899									
Campania	A377	4.172450471237623e7	45.173	0.36	0	0	0	0	0	0	0	0	1	0	0	2.501616378337138E11	2.726766890945809E11	-1.272103216589191E10	-1.436398395596548E4	1.317626734929764E4	-2.184965559380104E3	270	68.5	0	11.664									
Myrrha	A381	2.015191212650133e8	63.8195	0.36	0	0	0	0	0	0	0	0	1	0	0	3.233681907652785E11	-3.118924109011079E11	-1.848759858512157E10	1.2858541955264E4	1.155862267150002E4	-3.817063341324007E3	270	68.5	0	6.572									
Ilmatar	A385	4.474178151494042e7	42.9185	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.73270137006505E11	3.779931426555536E9	-2.180436384707515E10	-1.653267106466729E2	-1.949697444863788E4	-4.558500790560551E3	270	68.5	0	62.35									
Siegena	A386	7.509680539881559e8	82.505	0.36	0	0	0	0	0	0	0	0	1	0	0	2.24298412224879E11	-3.336688392314299E11	1.01149208190538E11	1.340938060624207E4	1.126662976775543E4	-5.161166137196803E3	270	68.5	0	9.763									
Aquitania	A387	1.542030914414654e8	50.255	0.36	0	0	0	0	0	0	0	0	1	0	0	1.552517476502477E11	-2.730464104040381E11	1.551954031946471E10	1.953384474105852E4	9.50331224892059E3	-6.91886585099232E3	270	68.5	0	24.144									
Charybdis	A388	1.204911480664204e8	62.877	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.340803758637649E10	-4.310764522177353E11	-4.856623702221995E10	1.781226636472968E4	2.731263878828005E2	2.143024133555437E2	270	68.5	0	9.516									
Industria	A389	3.59054812998568e7	37.189	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.37643553616948E11	-1.32827816904919E11	-5.108148213081277E10	6.876168431475193E3	-1.843271409879372E4	3.821376264564673E2	270	68.5	0	8.4973									
Lampetia	A393	1.505669246659341e8	58.0955	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.777126771942979E11	-2.706703817215687E11	3.419399845082098E10	2.095614314651217E4	-6.301046231607815E3	4.454891044501059E3	270	68.5	0	38.455									
Arsinoe	A404	7.240696721554892e7	47.485	0.36	0	0	0	0	0	0	0	0	1	0	0	9.79926490961845E10	-3.372226206856725E11	-2.084956783316218E10	1.957637224131694E4	2.273954639981666E3	-4.945354476931913E3	270	68.5	0	8.887									
Thia	A405	1.271163286050847e8	54.447	0.36	0	0	0	0	0	0	0	0	1	0	0	4.449676203741026E11	-5.627133431813981E10	9.43325987056687E10	4.373860493846538E3	1.465446869398833E4	1.103975190043607E2	270	68.5	0	9.95									
Arachne	A407	5.453430901043286e7	47.535	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.717514234821722E11	-1.884710803397983E11	-5.496194654599106E10	7.987700893836942E3	-1.522685749599936E4	1.091673215820963E2	270	68.5	0	22.627									
Aspasia	A409	4.174116246070377e8	85.506	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.221093044275299E11	3.176351087277227E11	-6.814908110381497E10	-1.396443826196351E4	-1.155639847108273E4	-1.401174252239692E3	270	68.5	0	9.022									
Chloris	A410	1.413955681604574e8	59.4645	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.018206272119114E11	3.56242246628303E11	4.888674238172371E10	-9.46842896464073E3	-1.21051317243987E4	2.111143865818889E3	270	68.5	0	32.5									
Elisabetha	A412	5.638630988228008e7	48.028	0.36	0	0	0	0	0	0	0	0	1	0	0	3.978518794061009E11	-1.28029517726866E11	-8.45985733766022E10	5.217656824266559E3	1.633389154275266E4	-2.370548485188757E3	270	68.5	0	19.635									
Palatia	A415	3.613588562444298e7	41.78	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.394208023045443E11	-4.097502825303215E11	7.423307764292555E10	9.30884100128498E3	-9.55078134865324E3	-2.393780270724152E2	270	68.5	0	20.73									
Vaticana	A416	7.405332146579778e7	42.735	0.36	0	0	0	0	0	0	0	0	1	0	0	3.888651836172086E11	-6.502869075977594E10	-8.39757781039526E10	7.115586079384525E3	1.694932777686918E4	6.470863159088078E2	270	68.5	0	5.372									
Aurelia	A419	1.066211357399147e8	74.3505	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.275503125978467E11	-1.019621334692822E11	-1.255385981978715E10	1.051198739799198E4	-1.79473900177037E4	1.347429470157183E3	270	68.5	0	16.784									
Bertholda	A420	1.061574027635017e8	69.3495	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.997253928529975E11	4.432601039440593E11	-4.364824024309855E10	-1.531564708454803E4	-6.886534788604243E3	-1.252117073992777E3	270	68.5	0	11.04									
Diotima	A423	5.162723491973459e8	87.9295	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.948080672447956E11	4.297235234420103E11	6.593520431198451E10	-1.45624698359966E4	-7.12117552134747E3	2.221044273166189E3	270	68.5	0	4.775									
Gratia	A424	4.942384467520577e7	51.2825	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.553854623971215E11	-2.717652338139585E11	5.690617385111295E10	8.96552404816714E3	-1.376653804935617E4	-9.48346599975726E2	270	68.5	0	20.075									
Hippo	A426	1.457924141946399e8	68.781	0.36	0	0	0	0	0	0	0	0	1	0	0	2.060272801564165E11	-4.028911353797602E11	-4.0268148656822E10	1.486436013664019E4	5.369900006367101E3	5.203220418049304E3	270	68.5	0	67.52									
Nephele	A431	6.270431773325365e7	50.95	0.36	0	0	0	0	0	0	0	0	1	0	0	-5.037579061799306E11	-1.311101478088852E11	1.618920837791905E10	5.856111014420042E3	-1.391831679848203E4	3.876422011306429E1	270	68.5	0	13.53									
Pythia	A432	6.100254633602299e6	23.45	0.36	0	0	0	0	0	0	0	0	1	0	0	1.121630970515165E11	3.880195529458268E11	-2.27425988251379E10	-1.553837601796732E4	5.231239527844055E3	3.362222769257897E3	270	68.5	0	8.252									
Eros	A433	4.462703428710631e5	8.42	0.36	0	0	0	0	0	0	0	0	1	0	0	-1.801381762510708E11	-8.4384753582792E10	-3.730271222562974E10	6.233725661495752E3	-2.586615035815547E4	-1.812915769724027E3	270	68.5	0	5.27									
Eichsfeldia	A442	1.689941128213416e7	31.0855	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.311066877992665E11	5.793238719183092E9	2.431503304152941E10	6.637311315078234E2	-2.053060621707599E4	1.492903799063145E3	270	68.5	0	11.871									
Gyptis	A444	1.904765669153228e8	79.6655	0.36	0	0	0	0	0	0	0	0	1	0	0	-4.381430780530799E11	1.98893826099303E11	-5.642424496116811E10	-7.160186504963531E3	-1.317819465289554E4	1.937488131713977E3	270	68.5	0	6.214									
Edna	A445	3.826284664158718e7	43.906	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.382192077973343E11	-3.878468355206516E11	-1.80960445550673E11	1.139388314046379E4	-8.54274074685218E3	2.814212452094106E3	270	68.5	0	19.959									
Hamburga	A449	5.104538342080827e7	42.795	0.36	0	0	0	0	0	0	0	0	1	0	0	-8.15962616612575E10	-4.047230124526127E11	2.8684602030286E9	1.616013874946244E4	-5.903502647035664E3	-8.92040841795383E2	270	68.5	0	36.516									
Patientia	A451	5.818564474145616e8	126.95	0.36	0	0	0	0	0	0	0	0	1	0	0	2.567880453297522E11	-3.958349501824484E11	-7.120207049433744E10	1.247758108790691E4	9.94575303715266E3	-3.370606552605252E3	270	68.5	0	9.727									
Mathesis	A454	2.995804450780551e7	40.8715	0.36	0	0	0	0	0	0	0	0	1	0	0	4.238593962062157E11	-3.805068788026842E10	-2.88168994905439E10	2.763425911682181E3	1.652557314055107E4	1.377647085404135E3	270	68.5	0	8.378									
Bruchsalia	A455	5.149215613579063e7	44.396	0.36	0	0	0	0	0	0	0	0	1	0	0	-2.121579214994395E11	-3.461187137136418E11	2.693607492048027E10	1.691643500661279E4	-4.529951011588595E3	-3.729076475527678E3	270	68.5	0	11.839									
Megaira	A464	2.611668869534812e7	38.528	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.861669729083383E11	2.828954001434542E11	5.611135377463953E10	-1.046475442778521E4	-1.096114090981604E4	2.263398100706617E3	270	68.5	0	12.879									
Alekto	A465	2.326170347718247e7	36.67	0.36	0	0	0	0	0	0	0	0	1	0	0	-3.291177019736483E11	-1.644365587459022E11	-2.978041365377691E10	1.039501126691234E4	-1.807623343326451E4	-2.721734457776187E1	270	68.5	0	10.936									
